seq,company_id,ref_site,title,emp_type,career,edu_level,due_date,province,city,job_duties,preferences,work_dw_name,work_condition,manager,phone,phone_visible,email,email_visible,salary_type,salary,negotiable,korean_level,industry,position,apply_type,apply_url,language,language_level,visa_sponsor,eligible_visa
IP25,㈜파고다아카데미,KLIK,[파고다교육그룹] 영어/일본어/중국어/베트남어 원어민 선생님 모집,FREELANCER,IRRELEVANT,BACHELOR,2/14/25,1100000000,1168000000,"▷ 파고다어학원 (그룹 강의) - 영어 / 일본어 / 중국어 / 베트남어
▷ 파고다원 (1:1 강의) - 영어 / 일본어

▶ 해당 언어가 모국어인 외국어 원어민 선생님 모집
▶ 한국인 수강생 대상으로 외국어 회화 강의 진행

- 영어 선생님
- 일본어 선생님
- 중국어 선생님
- 베트남어 선생님","- 학원 강의 / 그룹 과외 경험 보유
- 교육 등 동종 업계 경력 보유
- 해당 언어 / 교육 관련 전공자
- 아포스티유 (영사공증) 보유",,"ㅁ 프리랜서 계약을 통하여 우호적인 파트너 관계 유지
ㅁ 풀타임/파트타임, 주중/주말반, 아침/저녁반 등 다양한 스케줄을 선생님과 상호 협의를 통하여 조율
ㅁ 서울 - 강남, 종로, 신촌 / 부산 - 서면, 부산대 (희망 지역 선택 가능)",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,INTERMEDIATE,A050024,원어민 영어 강사,HOMEPAGE,https://www.klik.co.kr/jobs/0H6CM0J43QD6Y,"CMN, ENG, JPN, VIE","NATIVE, NATIVE, NATIVE, NATIVE",FALSE,"F-2, F-5, F-4, F-6"
IP26,㈜하이퍼라이프케어,KLIK,"English Membership Club_Seocho(F,H Visa)",PART_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"A. Job Information
-Please carefully review the job details and submit your CV along with the following information:
1. A recent photo
2. Your current location and contact number in Korea
3. The type of visa you hold
4. Your available working days (weekdays/weekends)

-We are looking for candidates who are available to work both weekdays and weekends (Saturday & Sunday).

B. Job Description:
-Teachers will be responsible for engaging students aged 3 (36 months) to 9 years old in fun and educational activities.
Classes include: Phonics /Art / Science/ Reading/ Speech / Fitness/ 1:1 Tutoring /Mensa-approved board games and chess / Lego / Baking / Gym / Flower arrangement
-Teachers are required to prepare and plan the class in advance, ensuring they know the lesson content before starting.
-For activities like Art or Science, teachers should prepare the kits or materials ahead of time to ensure smooth and engaging lessons.
-Print out any necessary worksheets for students in advance.

C. Preferred Visa Types: (H, F visa holders)
→Preferred: H1, F visa holders (No F1 or F3)

→D2, D4 visa holders (needed a work permit)
-Apostilled Police Certificate
-Physical Examination Record (including a drug test)

→We DON'T sponsor E visa

D. Pay:
→Part-Time: -OJT (Minimum 28 hours training): 11,000 KRW/hour (taxed at 3.3%)
-Basic Rate: 12,000 KRW/hour (taxed at 3.3%)


E. Location:
1F, 76-21, Seocho-daero 64-gil, Seocho-gu, Seoul, Samsung Reports Center","-Native English speakers from the following countries: United States, United Kingdom, Canada, Australia, New Zealand, Ireland, South Africa. If you're not a native speaker from the above countries, you must be confident and fluent in English.
-Strong English writing skills
-Active, approachable, and enjoy working with children
-Good teamwork and collaboration with colleagues
-Punctual, proactive, and able to take initiative",,"Working Hours:
-Weekdays: 2:30 PM - 6:00 PM
-Weekends & National Holidays: 9:30 AM - 6:00 PM
-Lunch Break: 1:00 PM - 2:00 PM (unpaid)",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050024,영어 유치원 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0JPPES554A563,ENG,ADVANCED,FALSE,"F-2, F-5, F-4, F-6, D-10"
IP27,블루타이거 그랜드조선,KLIK,English Native speaker Hiring! (F/H visa),CONTRACT,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"Teachers will be responsible for leading classes to students ages 4 (36 months) - 9 years old.
Classes include: Phonics, Art, Science, Reading, Speech, Fitness, 1:1 Tutoring, Mensa Approved Board Games, and Chess.
Special classes include: Lego / Baking / Gym / Flower etc

Lesson plans and needed materials are provided for the classes.","Those who can stay for 6 or more months.
Applicants from American or European countries.
H-1, F-4, F-6 Holders",,"5 working days : days that the teacher will work on will be discussed during the interview.
Weekday hours 2:30-7:00pm
Weekend hours 9:30am-6:00pm
Hourly rate: 12,000-14,000 won",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A050021,원어민 영어 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0JJJWY0DTB56V,ENG,NATIVE,FALSE,"F-2, F-5, F-6, F-4, E-1, E-3, E-5, E-7, E-6, E-4, E-2"
IP28,삼성바이오에피스,KLIK,[Samsung Bioepis] 유학생 Full-Time (R&D),FULL_TIME,IRRELEVANT,BACHELOR,2/14/25,1100000000,1168000000,"Responsible for develops and supplies high-quality biosimilar medicines more quickly.

□ Development: Responsible for the process development of cell line/cell culture/purification, development of formulation and packaging, analysis for product quality evaluation, and technology transfer for commercial manufacturing.
□ Clinical/Medical Affairs/Regulatory Affairs: Responsible for global clinical trial operations, writing regulatory documents, responding to requests from agencies, and managing and reporting drug safety information through medical thesis/academic monitoring.
□ Quality Assurance: Responsible for ensuring product quality across the entire pharmaceutical lifecycle, from development through manufacturing, quality evaluation, shipment, and the stage where patients use the product.
□ Manufacturing: Responsible for the preparation of commercial manufacturing of developed drugs, management of CMOs, and all tasks related to checking the quality and yield of products.","Common Qualifications
Must be legally eligible to work in Korea with no restrictions on traveling

Must meet the qualifications for either an E3 visa (for R&D fields) or E7 visa (for Management fields)

Must be available to start in Jul./Aug. 2024

Required Majors : Biology, Medicine, Chemistry/Chemical Engineering and related majors",,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,INTERMEDIATE,A050026,연구개발,HOMEPAGE,https://www.klik.co.kr/jobs/0H64E5XQEWS1M,,,TRUE,"D-2, D-10, E-3, E-7, F-2, F-4, F-5, F-6"
IP29,코리아 잡상인,KLIK,마이크로 인플루언서 (UGC content creator) 모집,PART_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"한국의 7가지 조선의 전통 원료를 활용한 프리미엄 웰니스 티 브랜드입니다. 자연 유래 성분으로 소화와 붓기 완화에 도움을 주며, 건강하면서도 맛있고 간편하게 즐길 수 있는 차를 제공합니다. 현재 미국에서만 판매를 진행하고 있습니다.

자사 제품을 활용한 UGC 콘텐츠를 촬영해주실 마이크로 인플루언서를 찾고있습니다.
일반적인 협업 순서는 아래와 같습니다.

1. 제품 패키지 무료제공 (약 7일간 테스트 진행) 및 간단한 콘텐츠 업로드
2. 제품의 특징과 장점을 자연스럽게 전달할 수 있는 UGC콘텐츠 제작 및 본인 계정에 업로드
3. 인스타 계정에 업로드한 영상은 자사에서 페이스북/인스타 PAID 광고로 활용: 계정 노출도 ↑

*추가 비용의 경우 계정 영향력에 따라 협의 진행합니다.","우대사항
- 미국인 크리에이터 우대(타겟 시장이 미국)
- 영상 제작 시 가이드라인 제작
- 30$상당의 제품 무료 제공 및 모든 비용 자사 부담
- 추후 광고/웹사이트 동의 후 활용 시, 계정 자동 홍보

자격요건

- 고급 이상의 영어 실력
- 팔로워 500이상 50k이하의 계정을 갖고계신 마이크로 인플루언서 분 (Instagram)
- SNS계정을 성장 시키고 인지도를 얻고 싶으신 크리에이터 분",,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A130070,인플루언서 마케팅,HOMEPAGE,https://www.klik.co.kr/jobs/0JNSDXBQMA53P,ENG,ADVANCED,FALSE,UNKNOWN
IP30,㈜닥터뷰,KLIK,영어/일본어/중국어 각 (의료통역 및 병원마케팅) 실무업무,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"해외, 국내 병원마케팅기획 및 집행.

- 병원 온라인광고기획 및 집행

+ 유튜브, 인스타, 페북등 커뮤니티 광고

+ 병원 컨텐츠광고기획

+ 구글키워드광고

+ 커뮤니티 광고 집행



- 통번역

+ 한국내병원 통번역

(네트워크 피부과 전담업무입니다)

+ 해외병원 통번역

+ 홈페이지 및 온라인광고영역 통번역 외 기타","컴퓨터활용능력 우수자, 중국어가능자, 영어가능자, 통계분석·리서치 능숙자, 영어능통자(원어민수준), 일본어가능자, 유관업무 경험자(인턴·알바), 영어권 거주자

[필수사항]

- 학력 : 무관
- MS오피스 사용가능자

- 해외근무에 결격사유가 없는 자

- (영어 / 일본어 / 중국어 ) 각각 읽기,쓰기,말하기 능통자

(원어민 우대, 구직비자, 체류비자, 결혼비자 보유자) - 취업비자는 근무후 6개월~ (개인능력에 따름) 발급가능합니다.



[우대사항]
- 커뮤니케이션(소통)에 능통한 자

- 프레젠테이션이 가능한 자

- 관련한 업무 경력자

- 온라인광고에 이해가 있는자

- 병원통번역 경력자",,"주5일
건강보험, 연차제도, 주5일제, 퇴직금, 퇴직연금, 고용보험, 국민연금 , 산재보험, 경조금",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A060030,병원 마케팅,HOMEPAGE,https://www.klik.co.kr/jobs/0H0PP0GWWT17Y,"CMN, ENG, JPN","ADVANCED, ADVANCED, ADVANCED",TRUE,UNKNOWN
IP31,콘센트릭스서비스코리아(유),KLIK,글로벌 Tech PMO,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"- 글로벌 IT Outsourcing을 위한 PMO 업무
- 요건 정의/설계, 개발자 Communication","[필수]
- 영어 커뮤니케이션 능숙하신 분
- Project 관리, 요구사항의 정의/상세화, 개발자와의 Communication 경험
- 긍정적이고 적극적인 태도, 협업 역량
- 글로벌 기업 및 고객사에서의 업무 경험을 원하시는 분

[우대]
- 글로벌 Offshore IT Outsourcing 경험
- 이커머스 관련 설계 / 개발 경험
- 고급 개발자의 경우, 개발 업무 외 파트리더로서 개발 공수 산정, 파트원 개발 가이드 / 리뷰 업무 가능하신 분
- 공대 또는 컴퓨터 관련 학과 졸업생 우대",,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A010002,프로젝트 매니지먼트,HOMEPAGE,https://www.klik.co.kr/jobs/0J884HWK5SD7R,"ENG, VIE","ADVANCED, ADVANCED",TRUE,"F-5, F-4, F-6, F-2"
IP32,에이치앤엠헤네스앤모리츠㈜ COS,KLIK,COS 가로수길점-Sales Advisor PT20,FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"현재 COS 가로수길점 에서 채용 중인 Sales Advisor 포지션은 주당 20 시간/30 시간의 파트타임이며 주말과 저녁 교대 근무를 포함합니다.

주요 업무 내용은 고객에게 우수한 퀄리티의 서비스를 제공하며 계산대, 피팅룸 및 스토어에서 제품 판매, 배송 처리, 재고 보충 및 매장에서 최신 컬렉션을 판매하는 것입니다.

스토어에서 고객 서비스 경험과 섬유 소재에 대한 지식이 있는 분을 우대하지만 필수 조건은 아닙니다. ","중국어 원어민 수준,한국어 모두 비지니스 회화 수준을 가진 분을 찾습니다.

자격 요건
고객 중심적 사고와 상업적 사고
트렌드와 패션에 대한 관심
긍정적이며 오픈 마인드 사고
배우고자 하는 의지와 빠른 적응력
협력적이고 포용적인 성격
자기 동기 부여, 자신감 및 회복력
스케줄 근무가 유동적으로 가능하신분 / 주말 근무가 가능하신 분
주 20시간(3-5일 출근) 근무가 가능하신 분
장기적으로 브랜드 안에서의 성장을 원하시는 분
타 매장과의 중복지원은 불가함을 알려드리며 중복지원시, 임의로 한 매장에서의 채용만 진행됨을 알려드립니다.",,"추가 정보
COS는 신규 입사자에게 종합적인 입사자 교육, 수준 높은 훈련, 입사 초기 며칠, 몇 주, 몇 달 동안 여러분을 지원해주는 멘토를 제공합니다.

COS는 신규 입사자에게 종합적인 교육을 실시하며 포지션에 따른 급여는 아래와 같습니다.

Part-Time : 시급 13,370원 + 분기별 매장 인센티브(분기별 목표달성시 지급)

COS의 모든 직원에게는 H&M 그룹의 모든 브랜드에서 할인 혜택이 제공됩니다. 복지 혜택은 기업이 직원에게 감사의 마음을 표현하는 방식입니다.

25 % 직원할인 (Online + 자매 브랜드)
HIP (장기근속 인센티브 프로그램)
직원 건강검진 : 연 1회
건강지원금(Wellness contribution)
경조사 휴가와 지원금
장기근속자 복리후생(Long service Contribution)
자원봉사 베네핏
매장 인센티브 제도
내부 career 승진 지원 및 교육",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A080046,판매 보조,HOMEPAGE,https://www.klik.co.kr/jobs/0J8ZBQMRXSD4V,CMN,NATIVE,FALSE,"F-2, F-5, D-2, D-4, D-10"
IP33,디막,KLIK,연남동 태국음식점 디막에서 주방직원 모집합니다(주4일),FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"연남동 태국음식점 디막에서 주방직원을 구인합니다.

디막은 태국요리 음식점으로 웍을 통한 볶음위주의

태국음식을 주로 판매하는 업종입니다.

주방 조리 지원시 웍사용이 능숙한 분을 우대합니다.","태국음식점,베트남음식점,중국음식점 경험자, 한국어 유창하게 가능",,"근무시간은 10:30~21:00

주4일 (월화수휴무) 220만 3달차부터 230만

20시50분 마감이라 21:00전후로 퇴근합니다.

금토일은 23시까지 영업하며, 2조로 근무합니다

주말 오픈조 10:30분~21:00분
주말 마감조 13:30~23:00분
(주말은 오픈조 마감조 2명식 교대)



근무복 및 모자 지급되니 참고바랍니다.",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A040016,주방 보조,HOMEPAGE,https://www.klik.co.kr/jobs/0H0ZBD253X96C,,,FALSE,"F-2, F-5, F-4, F-6, E-7, D-2, D-4, D-10"
IP34,주식회사 열한시,KLIK,[명동/충무로/인현동] 객실 청소 담당 룸메이드 아르바이트 모집,FREELANCER,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"1️⃣ 일한 만큼 얻는 나만의 수입 창출!
2️⃣ 경험이 없어도 교육 후, 바로 시작 가능!
3️⃣ 날씨 상관 없이, 준비물 없이 부업 가능!

► 하우스키핑 기술을 익혀 일할 수 있는 '키퍼'를 모집합니다.
► 객실 크기와 난이도, 개인별 청소 숙련도에 따라 더 많은 수입을 얻어가실 수 있습니다.
► 근무 요일/시간도 협의 가능합니다. 주 업무 시간은 11:00~16:00입니다.
► 청소가 처음이어도 괜찮아요! 교육이 준비되어 있습니다. 교육과 함께 직접 클리닝 업무 수행하실 수 있습니다 :)

▪ 객실(원룸,투룸 등) 전체 청소 담당
- 베딩, 침실 청소
- 화장실 청소
- 주방 청소
- 객실 비품 세팅
- 린넨실 정돈","평일, 주말 모두 근무 가능하신 분
주 4일 이상 근무자
한국어 소통 가능",,"▪ 일하는 요일 협의 가능합니다.
▪ 임금은 시급이 아닌 클리닝 건별 기준으로 지급합니다.
▪ 신규 키퍼님의 경우 수습기간 동안 브론즈 등급 클리닝 단가가 적용됩니다.
(위코스테이 남산점 브론즈 등급 클리닝 단가는 7,500원 ~ 11,500원)
▪ 수습기간 이후, 실버 등급으로 상향 조정되어 클리닝 단가 10,500원~16,100원이 적용됩니다.",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A070033,호텔 스태프,HOMEPAGE,https://www.klik.co.kr/jobs/0H1AHV4YVX93G,,,FALSE,"F-2, F-5, F-4, F-6, D-2, D-4"
IP35,한무컨벤션㈜,KLIK,Oakwood Premier Hotel Front Desk,FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"객실팀 / 식음팀 / 조리팀

-객실팀: 호텔 고객 응대

-식음팀: 레스토랑 홀 서비스

-조리팀: 조리보조","Qualifications

- applicants should have at least a Level 4 proficiency in the Test of Proficiency in Korean (TOPIK)
- No specific education or experience required
- Proficiency in English or Chinese
- Strong communication and interpersonal skills
- Must already possess valid work authorization in South Korea. (Opportunity to transition to an E-7 visa based on performance evaluation)",,"Scheduled Work System
Full-time

Employee Benefits:

-Incentive bonuses
-1,000,000 KRW travel allowance for international trips (for employees with 3, 6, 9, 12, or 15 years of service)
-Welfare points system
-Loan interest support
-Complimentary hotel stays
-Education support for employees' children
-Late-night taxi fare support
-Holiday gifts
-Corporate condo access
-Meal support
-Four major insurances (National Pension, Health Insurance, Employment Insurance, and Industrial Accident Insurance)",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,INTERMEDIATE,A070033,호탤 스태프,HOMEPAGE,https://www.klik.co.kr/jobs/0J6XS8JHHSD7Z,ENG,ADVANCED,TRUE,"D-2, F-2, D-10, F-5"
IP36,㈜글로벌휴먼스,KLIK,헤지스 명동(HAZZYS Myeongdong) 의류 매장 아르바이트 채용,PART_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"We need retail Fashion Shop staff to take on the challenge to create a memorable experience for our customers.
고객에게 기억에 남는 추억을 만들어주는 의류 판매 직원을 채용하고 있습니다.
- Customer Service Management(고객/서비스 관리)
- Product Operation Management(상품/운영 관리)
- Store Sales Management(매장/매출 관리)","- Passion for human relations and sales.
: 고객 응대 및 판매에 열정이 있는 분을 우대합니다.

- Curiosity and interest in fashion.
: 패션에 관심이 많은 분을 우대합니다.

- Excellent communication and interpersonal skills.
: 소통 능력이 뛰어난 분을 우대합니다.

- English (Fluent) & conversational Korean ability
: 능숙한 영어와 기초적인 한국어 회화가 가능하신 분을 우대합니다.

※ Experience in sales but not necessary. Come train with us! ※
- 판매의 경험은 꼭 필요하지 않습니다. 저희가 알려 드릴게요!",,"[Working time]
- 14 to 30 hr per week – part time / 1주 14~30시간(파트타임)
※ Working time will be allowed by visa type.
: 근무 시간은 비자의 종류에 따라 달라질 수 있습니다.

[Work hours] - Depends on Schedule(스케줄 근무)
- 9:00 ~ 18:00 (1h Break time, 1시간 휴식)
- 12:00 ~ 21:00 (1h Break time, 1시간 휴식)",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,BASIC,A080047,판매 보조,HOMEPAGE,https://www.klik.co.kr/jobs/0HW20M9T7313Y,"CMN, ENG, JPN","BASIC, NATIVE, BASIC",FALSE,"F-2, F-5, F-6, D-2, D-4"
IP37,에르메네질도제냐코리아㈜,KLIK,이태리남성복 브랜드 ZEGNA RETAIL/OFFICE OPS,FULL_TIME,IRRELEVANT,BACHELOR,2/14/25,1100000000,1168000000,"1. Data Management
Evaluate data to determine the effectiveness of a product or campaign.

2. Retail excellence
It manages Store employees to deliver the luxury store environment, luxury customer service, and the best luxury experience so that customers can experience the best luxury service in Zegna Stores.

3. Application Management
To produce data for the sales team, sales operation employees must oversee the use of various applications and platforms.

4. Territory Definition
Sales Operations must outline and define various sales territories.

6. Office ops/admin
Executive team assist and office GA",,,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A010003,판매 보조,HOMEPAGE,https://www.klik.co.kr/jobs/0H3XX67WEWS25,ENG,ADVANCED,FALSE,"F-4, F-6, F-5, F-2"
IP38,㈜티피씨인터넷,KLIK,크리에이터 비즈니스 플랫폼 `LIKEY` 운영 매니저,FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"담당업무

- 이메일, 유선, 채팅으로 고객과 대화하며 고객 관리 및 이탈 방지
- 인입된 상담 분석을 통해 고객들의 Pain Point를 찾아 고객 경험 개선
- 고객이 여정 지도에서 겪는 불편함과 궁금증을 해결할 수 있는 방법을 전달
- 수집된 VoC를 기반으로 프로덕트, 비즈니스 파트와 커뮤니케이션 및 협업
- 결제, 취소, 환불, 결제대행사에서의 분쟁 조정 및 처리

자격요건

- 대면/ 비대면으로 1~2년의 고객 서비스 경험이 있으신 분
- 기본적인 글쓰기 능력을 갖추신 분
- 고객들과 다양한 이슈의 커뮤니케이션을 하기 위한 긍정적인 성격을 가지신 분
- 책임감을 가지고 본인의 업무에 임하시는 분
- 타 부서와의 협업의 과정에서 상대를 존중하고 배려하는 마음을 가지신 분
- 티피씨인터넷의 비전과 서비스의 목표에 깊이 있게 공감하고 이를 업무에 실천할 수 있는 분","우대사항

- Notion, Slack, Mixpanel 등 다양한 툴을 활용할 수 있는 분
- 깊은 고민과 빠른 실행으로 지속적인 개선을 만들어 나가는 분
- 스타트업에서의 Lean한 업무 경험이 있으신 분",,"혜택 및 복지

- 직원들의 식사를 책임지는 일 2만원의 예산 지원
- 원하는대로 요청하는 간식과 커피 원두
- 주 5일제, 유연 근무 제도
- 무제한 자율 휴가 제도(리더의 승인 및 구성원과 사전 공유)
- 3년근속마다 주어지는 리프레시 휴가2주 +휴가비 200만원
- 전직원 최고급 장비(Mac, PC, 전동 스탠딩데스크 등) 지원
- 컨퍼런스 참가비, 도서 구입 등 개인 성장 적극 지원
- 직원들의 건강이 우선! 종합건강검진(약 100만원 상당)
- 명절 선물 및 경조사 지원금 지급",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A070041,고객 경험 매니저,HOMEPAGE,https://www.klik.co.kr/jobs/0GYBAG0AK71EY,,,FALSE,UNKNOWN
IP39,웨이센,KLIK,AI Research Engineer 시니어,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"ㆍ메디컬 인공지능 연구 (의료 영상, 정형/비정형 데이터 기반 딥러닝 연구)

ㆍ의료 영상 도메인을 위한 CV(Computer Vision)/ML(Machine Learning) 연구 개발

ㆍ의료 영상 데이터 특성 분석 (내시경, CT, MRI, X-ray 등)

ㆍ의료 영상 데이터를 위한 컴퓨터 비전 및 영상 처리 기반 데이터 전/후처리 알고리즘 개발

ㆍ기계학습 (딥-러닝 포함) 기반 의료 영상 모델링

ㆍ모델 아키텍쳐, 손실 함수, 학습 전략 설계 등 모델링 프로세스 전반에 걸친 연구 개발

ㆍ기계학습 모델 성능 분석 및 개선 포인트 도출

스킬

ㆍPython, Pytorch, Tensorflow



자격요건

ㆍ학력 : 대졸이상

ㆍ경력 : 5 ~ 15년

ㆍ컴퓨터 공학 관련 전공 학사 이상

ㆍ컴퓨터 비전 및 영상/동영상 도메인 머신 러닝 (딥러닝 포함) 연구 개발경력 5~10년 이상

ㆍPython 프로그래밍 언어에 능숙하신 분

ㆍTensorflow, Pytorch, Caffe 중 한 개 이상의 딥러닝 개발 프레임워크 사용에 능숙하신 분","ㆍ컴퓨터 비전, 머신 러닝, 딥러닝 연구를 주로 수행한 컴퓨터 공학 관련 전공 석사 이상

ㆍ컴퓨터 비전, 머신 러닝, 딥러닝 기반 의료 영상 도메인 데이터 연구개발 경험

ㆍ지능형 CCTV, 의료 영상 도메인 등 영상/동영상 및 비전 관련 연구개발 경험

ㆍ최신 영문 논문 분석 / 재현에 능숙하신 분

ㆍ영상 도메인 관련 탑티어 학회 (AAAI, CVPR, NIPS, ICCV, ECCV, MICCAI 등) 및 학술지 논문 게재 경험이 있는 분",,"주5일
자율복장, 국민연금 , 주차장, 회식비 지원, 주차 지원, 청년내일채움공제, 음료/간식 제공, 산재보험, 건강검진, 회사 차량 지원, 경조휴가, 퇴직연금, 건강보험, 육아수당, 스톡옵션, 고용보험, 재택근무제, 흡연공간, 명절선물/명절상여, 장비 지원, 차량유류비, 경조금, 주5일제, 생일 이벤트, 안마실/안마의자, 반반차 제도, 야간교통비 지급, 점심 식사 지원, 웰컴키트, 우리사주제도, 탕비실, 유연근무제, 휴식공간",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A100055,데이터 분석,HOMEPAGE,https://www.klik.co.kr/jobs/0H8QFNH9ATD7K,,,FALSE,UNKNOWN
IP40,(주)데이원컴퍼니,KLIK,[콜로소][경력]글로벌 콘텐츠 상품기획자(북미),FULL_TIME,IRRELEVANT,IRRELEVANT,2/14/25,1100000000,1168000000,"- 글로벌 교육시장 리서치(북미권)
- 고객 수요 분석 및 검증
- 판매 전략 수립
- 관련 기업과의 제휴
- 강사 섭외 및 계약 추진
- 강의 콘텐츠 기획 및 제작 ","- 원어민 수준의 영어 구사 능력 
- 북미권 교육 혹은 콘텐츠 업계 경력 2년 이상 
- IT 스타트업 경험 2년 이상 
- 새로운 것을 배우고 개척하시는 것을 좋아하시는 ",,"- 근무형태 : 정규직 (수습기간 3개월)
- 급여조건 : 협의
- 근무시간 : 10:00 ~ 19:00 (월~금) (8시간 근무 기준, 탄력 근무 시행)
- 근무장소 : 서울 강남구 테헤란로 231 센터필드 West 6~7층 (역삼역 근처)

[전형 절차]
서류 전형 → 과제전형 → 1차 인터뷰 →  2차 인터뷰 → 평판조회 → 채용 확정",담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A010001,원어민 영어 교사,HOMEPAGE,https://www.klik.co.kr/jobs/0H8PQH28JTD3Q,ENG,NATIVE,FALSE,"F-2, F-6, F-4, F-5, E-7"
IP41,메가존클라우드㈜,KLIK,Business Operation(경력) 채용,FULL_TIME,EXPERIENCED,BACHELOR,2/14/25,1100000000,1168000000,"이런 일을 해요!
사업부 매출/매입 관리를 해요.
세금계산서 및 Invoice 관리를 해요.
정산 마감문서 작성 등 사무지원 업무를 해요.
수익 분석 업무를 해요.


이런 분과 함께하고 싶어요! 🙋🏻‍♀️
비즈니스 수익구조 분석에 관심 있어야 해요.
관리회계에 관심 있어야 해요.
엑셀 혹은 구글 스프레드시트 능숙해야 해요.","이런 경험이 있으면 더! 좋아요🙆🏻‍♀️🙆🏻‍♂️
컴퓨터활용능력1급 자격증 취득자 또는 엑셀 고급기능 활용 가능하면 좋아요.
경영학과 또는 회계관련 전공자이면 좋아요.
중국어를 할 수 있으면 좋아요.",,,담당자,1588-9350,FALSE,helpdesk@jobkorea.co.kr,FALSE,,0,TRUE,ADVANCED,A010007,회계 재무,HOMEPAGE,https://www.klik.co.kr/jobs/0H1M0JQ9J0N69,CMN,ADVANCED,FALSE,UNKNOWN
